property_id,listing_id,source_url,source_site,retrieved_at,address,suburb,postcode,price_aud,sold_date,sold_date_listing,date_source_disagrees,sale_method,days_since_epoch,property_type,bedrooms,bathrooms,parking,area_sqm,area_source,area_is_internal,area_multivalued,area_implausible,description,description_wordcount,features,feature_count,agency,agent,seifa_irsad_score,seifa_irsad_decile,seifa_irsd_score,seifa_irsd_decile,seifa_ieo_decile,seifa_ier_decile,suburb_urp_2021,suburb_median_house_3bed,suburb_median_unit_2bed,suburb_sales_12m
93,2020798329,https://www.domain.com.au/14-meela-street-blacktown-nsw-2148-2020798329,domain.com.au,2026-08-18T06:00:00Z,"14 Meela Street, Blacktown",Blacktown,2148,982000,2026-05-23,2026-05-23,0,Auction,142,House,3,1,2,556.0,index,0,0,0,"Prime high-side opportunity with original residence presenting outstanding opportunity for renovators, investors, or those looking to rebuild and create their dream home. Set on level block with impressive frontage, property offers sizeable flexible layout with scope for dual living or addition of granny flat.",44,Level 556.4sqm block;15m frontage;Dual living potential;Granny flat scope (STCA),4,McGrath Blacktown,Joel Hollings,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
94,2020803692,https://www.domain.com.au/5-shelley-crescent-blacktown-nsw-2148-2020803692,domain.com.au,2026-08-18T06:00:00Z,"5 Shelley Crescent, Blacktown",Blacktown,2148,1090000,2026-05-22,2026-05-29,1,Private treaty,141,House,3,2,3,458.0,index,0,0,0,"Charming family retreat featuring three well-appointed bedrooms including spacious main with private ensuite, seamless indoor-outdoor living spaces perfect for family gatherings, modern comforts throughout, sanctuary of comfort and joy with promise of cherished memories",34,Air conditioning;Built in wardrobes;Dishwasher,3,Ausrealty - Hills District,MJ Dela Cruz,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
95,2020666580,https://www.domain.com.au/35-burrell-parade-blacktown-nsw-2148-2020666580,domain.com.au,2026-08-18T06:00:00Z,"35 Burrell Parade, Blacktown",Blacktown,2148,1131000,2026-05-22,2026-05-22,0,Private treaty,141,House,3,1,6,565.0,index,0,0,0,"Ideally located in one of Blacktown's most convenient family-friendly neighbourhoods, this impressive residence sits on an expansive 565m2 parcel of land, offering space, comfort, and family living. From the grand front entrance, the home welcomes with warmth. Thoughtfully designed with spacious interiors, it represents a perfectly positioned renovated family home combining practical design with modern amenities.",56,Air conditioning;Built in wardrobes;Close to transport;Close to shops;Alarm System;Close to schools;Carpeted;Roller Door Access,8,Sky Property Blacktown,Fayez Abdo,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
96,2020755900,https://www.domain.com.au/42-kent-street-blacktown-nsw-2148-2020755900,domain.com.au,2026-08-18T06:00:00Z,"42 Kent Street, Blacktown",Blacktown,2148,1225000,2026-05-21,2026-05-21,0,Private treaty,140,House,3,2,2,665.0,index,0,0,0,"Prime Location, Three Bedroom Family Home, Moments from Blacktown CBD. This unique three bedroom home exudes charm with its warm cottage-style appeal, beautifully complemented by renovated interiors that offer modern comfort and style. Tucked away on a private 665sqm battle-axe block, the property provides a peaceful and secluded setting with a low maintenance yard perfect for the kids or entertaining. Conveniently positioned within a short walk to Blacktown CBD",69,Air conditioning;Built in wardrobes;Close to transport;Close to shops;Close to schools;Ensuite;Car Parking - Surface;Dishwasher;Fully fenced;Study,10,McGrath Blacktown,Peter Sutherland,965.0325147,4,951.6795741,2,5,2,50961,1060000,464000,805
97,2021032297,https://www.domain.com.au/1-9-13-church-street-chatswood-nsw-2067-2021032297,domain.com.au,2026-08-18T06:00:00Z,"1/9-13 Church Street, Chatswood",Chatswood,2067,1016500,2026-08-14,2026-08-14,0,Sold prior to auction,225,Apartment,2,1,1,113.0,listing,1,0,0,"Stylish ground-floor apartment offering both space and the perfect location. Enjoying a peaceful garden outlook and an impressive 113sqm on title, this elevated ground-floor apartment holds a coveted position in one of Chatswood's most desirable streets. Beautifully updated and filled with natural light, the sun-filled wraparound balcony offers both remarkable privacy and effortless entertaining.",54,Ground-floor;garden outlook;wraparound balcony;natural light;elevated position;private;entertaining space,7,Raine & Horne Lower North Shore,Simone Date-Chong,1113.28,10,1034.59,7,10,2,25553,3187500,1180000,371
98,2020985005,https://www.domain.com.au/1205-1-cambridge-lane-chatswood-nsw-2067-2020985005,domain.com.au,2026-08-18T06:00:00Z,"1205/1 Cambridge Lane, Chatswood",Chatswood,2067,1951000,2026-08-11,2026-08-11,0,Private treaty,222,Apartment,2,2,1,,none,1,0,0,"Experience the perfect blend of luxury, convenience and resort-style living in the heart of Chatswood. Positioned on the highly desirable north-east corner of the prestigious Mirvac Cambridge development, this beautifully appointed full-brick security apartment delivers an exceptional lifestyle in one of Sydney's most sought-after addresses. Designed to maximise natural light and effortless",52,Full-brick security apartment;North-east corner position;Resort-style living;Maximizes natural light;Prestigious Mirvac Cambridge development,5,Century 21 North Group,Jenny Zhang,1113.28,10,1034.59,7,10,2,25553,3187500,1180000,371
99,2020877709,https://www.domain.com.au/1-4-sutherland-road-chatswood-nsw-2067-2020877709,domain.com.au,2026-08-18T06:00:00Z,"1/4 Sutherland Road, Chatswood",Chatswood,2067,1460000,2026-07-16,2026-07-16,0,Private treaty,196,Townhouse,3,2,1,,none,0,0,0,"Positioned within an exclusive boutique complex of just four, this solid double brick townhouse delivers a superb combination of space, comfort and low-maintenance living in a highly sought-after lifestyle setting. Designed for effortless indoor and outdoor enjoyment, the generous open plan interiors extend seamlessly to a covered alfresco veranda and easy-care level backyard, perfect for",55,Double brick;Open plan;Covered alfresco veranda;Level backyard;Low-maintenance;Boutique complex,6,Raine & Horne Carlingford / Epping,Zack (Hengke) Liu,1113.28,10,1034.59,7,10,2,25553,3187500,1180000,371
100,2020778330,https://www.domain.com.au/2002-1-cambridge-lane-chatswood-nsw-2067-2020778330,domain.com.au,2026-08-18T06:00:00Z,"2002/1 Cambridge Lane, Chatswood",Chatswood,2067,2628000,2026-07-15,2026-07-15,0,Private treaty,195,Apartment,3,2,2,194.0,index,1,0,0,"Luxurious Mirvac Resort-Style Living with a Coveted North-East Aspect in the Heart of Chatswood. Positioned high on the 20th floor of the prestigious Mirvac development 'Cambridge', this exceptional three-bedroom apartment delivers a perfect combination of space, natural light and premium quality in the heart of Chatswood. Enjoying a prized north-east corner",51,Air conditioning;Gym;Intercom;Built in wardrobes;Internal Laundry;Pets Allowed;Gas;Broadband internet access;Bath;Dishwasher;Secure Parking;Balcony / Deck;Swimming Pool;North Facing;25m Outdoor Pool;BBQ Facilities;Indoor Pool;Sauna;Spa,19,Ray White AY Realty Chatswood,Stephen Chui,1113.28,10,1034.59,7,10,2,25553,3187500,1180000,371
101,2020767713,https://www.domain.com.au/203-58-hercules-street-chatswood-nsw-2067-2020767713,domain.com.au,2026-08-18T06:00:00Z,"203/58 Hercules Street, Chatswood",Chatswood,2067,1515000,2026-07-14,2026-07-14,0,Private treaty,194,Apartment,2,1,1,,none,1,0,0,"Discover the epitome of modern living at this sleek 2-bedroom, 1-bathroom apartment located at 203 / 58 Hercules Street, Chatswood. Situated in the heart of the vibrant Chatswood district in NSW 2067, this property offers a perfect blend of comfort and convenience. Boasting a contemporary design, this apartment features a spacious open-plan layout that seamlessly integrates the living, dining",59,Balcony;Outdoor Entertainment Area;Secure Parking;Swimming Pool - Above Ground;Broadband Internet Available;Built in wardrobes;Dishwasher;Gym;Intercom;Air conditioning;Ducted Cooling;Ducted Heating,12,Everest Realty Pty Ltd,Uncheon (Eddie) LEE,1113.28,10,1034.59,7,10,2,25553,3187500,1180000,371
102,2020954395,https://www.domain.com.au/8h-8-12-sutherland-road-chatswood-nsw-2067-2020954395,domain.com.au,2026-08-18T06:00:00Z,"8H/8-12 Sutherland Road, Chatswood",Chatswood,2067,745000,2026-07-08,,0,Auction,188,Apartment,1,1,1,,none,1,0,0,"A versatile floor plan offers a stylish combined living and dining area, flowing out to an east aspect balcony. Boasting with natural light, the oversized apartment offers a generous layout and panoramic district view. Spacious and sunny bedroom with mirror built-in wardrobe, fully tiled bathroom with shower screen on the top of bath tub, gourmet",55,North East Aspect;Stunning Views;Natural Light;Balcony;Built-in Wardrobe;Fully Tiled Bathroom;Panoramic District View,7,Shead Property,Isabella (Ni Yang Fang) Yan,1113.28,10,1034.59,7,10,2,25553,3187500,1180000,371
103,2020877299,https://www.domain.com.au/5-hopetoun-avenue-chatswood-nsw-2067-2020877299,domain.com.au,2026-08-18T06:00:00Z,"5 Hopetoun Avenue, Chatswood",Chatswood,2067,2350000,2026-07-01,,0,Auction,181,House,2,1,1,329.0,listing,0,0,0,"Occupying approx. 329sqm on a cul-de-sac street in a sought-after eastern pocket of Chatswood, this full brick, Art Deco single-storey semi presents an inviting opportunity for a young family or downsizers. The home is bright and airy throughout, includes a custom open plan kitchen, has a due north aspect to the rear and comes complete with rear lane access to a lock-up garage. A haven of",66,Full brick;Art Deco single-storey semi;Custom open plan kitchen;Due north aspect;Rear lane access;Lock-up garage;Cul-de-sac location,7,Belle Property North Shore,Patrick Lang,1113.28,10,1034.59,7,10,2,25553,3187500,1180000,371
104,2020911444,https://www.domain.com.au/274-high-street-chatswood-nsw-2067-2020911444,domain.com.au,2026-08-18T06:00:00Z,"274 High Street, Chatswood",Chatswood,2067,3510000,2026-06-30,,0,Other,180,House,5,3,4,518.0,index,0,0,0,"Prestigious Full-Brick Family Residence in Prime Chatswood Location. Perfectly positioned in one of Chatswood's most desirable and convenient locations, this generously proportioned family residence offers exceptional space, comfort, and flexibility for modern family living. High brick fencing and an electric driveway gate provide exceptional privacy and security, creating a safe and secluded sanctuary for the whole family. The oversized living and dining areas",63,Full-brick residence;Electric driveway gate;High brick fencing;Oversized living and dining areas;Privacy and security,5,DiJones - Willoughby,Mendy Lau,1113.28,10,1034.59,7,10,2,25553,3187500,1180000,371
105,2020852608,https://www.domain.com.au/502-13-oscar-street-chatswood-nsw-2067-2020852608,domain.com.au,2026-08-18T06:00:00Z,"502/13 Oscar Street, Chatswood",Chatswood,2067,2450000,2026-06-30,2026-06-30,0,Private treaty,180,Apartment,3,2,1,,none,1,0,0,"Perfectly positioned in the absolute heart of Chatswood, this exceptional residence delivers ultimate convenience with everything at your doorstep. Set directly above Chatswood Place, residents enjoy lift access straight to a vibrant retail and dining precinct including ALDI, fresh fruit and vegetable markets, cafes, restaurants and everyday essentials - redefining effortless urban living.",53,Air conditioning;Area Views;Built in wardrobes;Car Parking - Basement;Carpeted;Close to schools;Close to shops;Close to transport;Disabled Access;Ensuite;Intercom;Openable Windows;Security Access,13,Successful Properties Group,Leyi (Winnie) Chen,1113.28,10,1034.59,7,10,2,25553,3187500,1180000,371
106,2019398525,https://www.domain.com.au/306-18-freeman-road-chatswood-nsw-2067-2019398525,domain.com.au,2026-08-18T06:00:00Z,"306/18 Freeman Road, Chatswood",Chatswood,2067,1300000,2026-06-26,2026-06-26,0,Private treaty,176,Apartment,2,2,1,,none,1,0,0,"Quietly secluded on the 3rd floor of the exceptional security block, this substantial Novati built apartment radiates with sophisticated style and relaxed luxury. It's a private peaceful retreat, opening up to an enormous full width balcony and an open outlook. Impeccably appointed, the residence impresses with its on-trend style, its eye catching gourmet Miele",54,Security block;Full width balcony;Miele appliances;Gourmet kitchen;Open outlook;3rd floor;Novati built,7,Ray White AY Realty Chatswood,Grace Lin,1113.28,10,1034.59,7,10,2,25553,3187500,1180000,371
107,2020902339,https://www.domain.com.au/40-18-jacques-street-chatswood-nsw-2067-2020902339,domain.com.au,2026-08-18T06:00:00Z,"40/18 Jacques Street, Chatswood",Chatswood,2067,1575000,2026-06-26,2026-06-26,0,Sold prior to auction,176,Apartment,2,2,2,627.0,index,1,0,1,"Architecturally stunning with a distinctive house-like design, this extraordinary dual level residence presents the perfect option for families seeking affordable easy-care space and walk to the best of Chatswood convenience. Enjoying level lift access on the first floor of 'Gardenia', the apartment rests back in the block wowing with its vast cathedral ceilings, unique",54,Air conditioning;Intercom;Built in wardrobes;Internal Laundry;Pets Allowed;Bath;Dishwasher;Study;Secure Parking;Balcony / Deck,10,Ray White AY Realty Chatswood,Andy Yeung,1113.28,10,1034.59,7,10,2,25553,3187500,1180000,371
108,2020894603,https://www.domain.com.au/233-mowbray-road-chatswood-nsw-2067-2020894603,domain.com.au,2026-08-18T06:00:00Z,"233 Mowbray Road, Chatswood",Chatswood,2067,2420000,2026-06-25,,0,Auction,175,House,3,1,2,380.0,index,0,0,0,"Set on a prized corner block in a premium pocket of Chatswood, this c1925 double-brick character home pairs enduring character with a lifestyle of ease and convenience. Exquisite ornate ceilings and original floorboards bring warmth and presence to the home, while generous proportions are carried through every room, from the light-filled",51,Double-brick;Corner block;Original floorboards;Ornate ceilings;Character home,5,Shead Property,Tony (Anthony) Walker,1113.28,10,1034.59,7,10,2,25553,3187500,1180000,371
109,2020823567,https://www.domain.com.au/8-karana-place-chatswood-nsw-2067-2020823567,domain.com.au,2026-08-18T06:00:00Z,"8 Karana Place, Chatswood",Chatswood,2067,2320000,2026-06-23,2026-06-23,0,Private treaty,173,House,4,2,2,,none,0,0,0,"Sold by Adam Wong! A Private Family Oasis with Beautiful Reserve Views. Nestled peacefully amid lush gardens with a stunning bushland reserve and Chatswood Golf Course backdrop, this freshly painted single-level home offers a rare sense of privacy and tranquillity just moments from Chatswood CBD. Set in a quiet, family-friendly cul-de-sac, it delivers light-filled interiors, two generous living areas and seamless indoor/outdoor",62,Air conditioning;Area Views;Close to transport;Close to shops;Swimming Pool;Close to schools,6,DiJones - Chatswood,Adam Wong,1113.28,10,1034.59,7,10,2,25553,3187500,1180000,371
